fold,epoch,train_loss,mape,rmse,metric
1,38,455.3872074856299,6.247313693165779,21.339802,Train_Gpu_Power_W
1,39,470.344873890541,6.2721699476242065,21.687435,Train_Gpu_Power_W
1,40,453.9932883598645,6.083095818758011,21.307117,Train_Gpu_Power_W
1,41,446.455768270231,6.1925239861011505,21.1295,Train_Gpu_Power_W
1,42,459.90654665421647,6.163908913731575,21.44543,Train_Gpu_Power_W
1,43,441.0363598789697,6.087836995720863,21.000866,Train_Gpu_Power_W
1,44,448.8681527609386,6.162198260426521,21.186508,Train_Gpu_Power_W
1,45,444.7211368209107,6.12785778939724,21.088411,Train_Gpu_Power_W
1,46,444.4759609323939,6.127298250794411,21.0826,Train_Gpu_Power_W
1,47,409.78325908269915,5.933183059096336,20.243105,Train_Gpu_Power_W
1,48,446.4159134231088,6.187316402792931,21.128557,Train_Gpu_Power_W
1,49,459.12214060535774,6.231720745563507,21.427135,Train_Gpu_Power_W
1,50,459.0112049733406,6.147614121437073,21.424547,Train_Gpu_Power_W
1,51,425.93271883478565,5.940943583846092,20.638138,Train_Gpu_Power_W
1,52,436.5138354182235,6.102592498064041,20.892914,Train_Gpu_Power_W
1,53,435.94320035715737,6.027210131287575,20.879253,Train_Gpu_Power_W
1,54,405.9291098315184,5.8295778930187225,20.147682,Train_Gpu_Power_W
1,55,432.24374644991275,6.044009700417519,20.790474,Train_Gpu_Power_W
1,56,412.59955375484964,5.910364165902138,20.312546,Train_Gpu_Power_W
1,57,417.0963064280214,5.886080488562584,20.422935,Train_Gpu_Power_W
1,58,416.7320821554293,5.895090103149414,20.414017,Train_Gpu_Power_W
1,59,415.40365195685143,5.894682556390762,20.381453,Train_Gpu_Power_W
1,60,429.48321456636603,6.023941189050674,20.723976,Train_Gpu_Power_W
1,61,420.8019752648394,5.934597924351692,20.513458,Train_Gpu_Power_W
1,62,429.28392541575994,6.015379354357719,20.719168,Train_Gpu_Power_W
1,63,409.0446956484718,5.930272117257118,20.224854,Train_Gpu_Power_W
1,64,400.5791769032977,5.828465893864632,20.014475,Train_Gpu_Power_W
1,65,418.68176527995854,5.881698057055473,20.461714,Train_Gpu_Power_W
1,66,408.4855224578554,5.897059664130211,20.211025,Train_Gpu_Power_W
1,67,408.79558721930476,5.856002494692802,20.218695,Train_Gpu_Power_W
1,68,411.15176998852513,5.92287965118885,20.276878,Train_Gpu_Power_W
1,69,399.1101356720551,5.751124769449234,19.977741,Train_Gpu_Power_W
1,70,408.3030724216306,5.800192058086395,20.20651,Train_Gpu_Power_W
1,71,414.20550773915966,5.89885488152504,20.35204,Train_Gpu_Power_W
1,72,393.2154834485623,5.734542012214661,19.829662,Train_Gpu_Power_W
1,73,396.42531371901606,5.7566240429878235,19.910433,Train_Gpu_Power_W
1,74,404.82977141127816,5.811360105872154,20.120382,Train_Gpu_Power_W
1,75,409.2039203778801,5.850403383374214,20.22879,Train_Gpu_Power_W
1,76,414.2984856477081,5.864519998431206,20.354324,Train_Gpu_Power_W
1,77,412.2825483869477,5.904386937618256,20.304743,Train_Gpu_Power_W
1,78,401.43424952537185,5.8003269135952,20.035824,Train_Gpu_Power_W
1,79,399.3151248165714,5.789598077535629,19.982872,Train_Gpu_Power_W
1,80,409.3541570317048,5.800299718976021,20.232502,Train_Gpu_Power_W
1,81,379.6939174017227,5.6441303342580795,19.485737,Train_Gpu_Power_W
1,82,400.9737877407979,5.7718198746442795,20.02433,Train_Gpu_Power_W
1,83,390.65386276351427,5.688757076859474,19.764965,Train_Gpu_Power_W
1,84,388.3927843261935,5.707395821809769,19.707684,Train_Gpu_Power_W
1,85,379.78731616857937,5.68125993013382,19.488132,Train_Gpu_Power_W
1,86,392.58380521873767,5.697029083967209,19.813728,Train_Gpu_Power_W
1,87,391.88249942426927,5.778082087635994,19.796022,Train_Gpu_Power_W
1,88,383.4703586125778,5.614703148603439,19.5824,Train_Gpu_Power_W
1,89,381.62589444658863,5.583656951785088,19.535248,Train_Gpu_Power_W
1,90,387.9844745592169,5.616915225982666,19.697323,Train_Gpu_Power_W
1,91,383.9586233840091,5.634765699505806,19.594862,Train_Gpu_Power_W
1,92,385.2276319756667,5.6144896894693375,19.627216,Train_Gpu_Power_W
1,93,391.6797475093881,5.698467791080475,19.7909,Train_Gpu_Power_W
1,94,384.852187268956,5.668459832668304,19.617651,Train_Gpu_Power_W
1,95,375.0574021719706,5.58120459318161,19.3664,Train_Gpu_Power_W
1,96,374.87483253820795,5.595493316650391,19.361685,Train_Gpu_Power_W
1,97,372.43052136952,5.5620357394218445,19.29846,Train_Gpu_Power_W
1,98,370.9005765724902,5.554718151688576,19.25878,Train_Gpu_Power_W
1,99,385.061643369659,5.674680694937706,19.622988,Train_Gpu_Power_W
1,100,380.54002406663534,5.634721741080284,19.507435,Train_Gpu_Power_W
2,1,10939.582284053016,26.958727836608887,104.59246,Train_Gpu_Power_W
2,2,1770.125615749793,11.879082024097443,42.07286,Train_Gpu_Power_W
2,3,1299.923848299779,10.506440699100494,36.054455,Train_Gpu_Power_W
2,4,1230.4153539232952,9.928809851408005,35.07728,Train_Gpu_Power_W
2,5,973.4638941769747,9.09866988658905,31.200382,Train_Gpu_Power_W
2,6,930.2669958025157,8.813750743865967,30.500278,Train_Gpu_Power_W
2,7,844.9943850358067,8.479782193899155,29.068787,Train_Gpu_Power_W
2,8,812.5334250374572,8.348582684993744,28.50497,Train_Gpu_Power_W
2,9,716.6247378582469,7.809425890445709,26.769846,Train_Gpu_Power_W
2,10,692.2588602341947,7.734940201044083,26.310812,Train_Gpu_Power_W
2,11,626.8963499028823,7.422584295272827,25.037899,Train_Gpu_Power_W
2,12,636.0407047556253,7.452578097581863,25.219847,Train_Gpu_Power_W
2,13,637.2640633511666,7.380650192499161,25.244091,Train_Gpu_Power_W
2,14,568.2757519827455,7.086927443742752,23.838535,Train_Gpu_Power_W
2,15,568.9470669877671,7.106290757656097,23.85261,Train_Gpu_Power_W
2,16,570.8507889678173,7.027445733547211,23.892483,Train_Gpu_Power_W
2,17,562.9926416384084,7.017381489276886,23.727467,Train_Gpu_Power_W
2,18,566.5541927214027,6.9750480353832245,23.802399,Train_Gpu_Power_W
2,19,529.0500824354615,6.798426806926727,23.00109,Train_Gpu_Power_W
2,20,554.7684892721817,6.950729340314865,23.553522,Train_Gpu_Power_W
2,21,488.2459026964391,6.469514220952988,22.096287,Train_Gpu_Power_W
2,22,514.829743943641,6.683751195669174,22.689861,Train_Gpu_Power_W
2,23,526.5965557221558,6.747234612703323,22.947691,Train_Gpu_Power_W
2,24,500.94510593326504,6.52976930141449,22.381804,Train_Gpu_Power_W
2,25,457.20949314401,6.290041655302048,21.382458,Train_Gpu_Power_W
2,26,496.7712613848595,6.547245383262634,22.288366,Train_Gpu_Power_W
2,27,492.20141015984194,6.495209038257599,22.185614,Train_Gpu_Power_W
2,28,495.05024809849976,6.5214358270168304,22.249723,Train_Gpu_Power_W
2,29,504.7842237074658,6.544659286737442,22.467403,Train_Gpu_Power_W
2,30,470.3571336029213,6.3691869378089905,21.687717,Train_Gpu_Power_W
2,31,465.1572715101902,6.31045326590538,21.567505,Train_Gpu_Power_W
2,32,479.7118856426713,6.4028337597846985,21.902325,Train_Gpu_Power_W
2,33,457.5039069546317,6.25590980052948,21.38934,Train_Gpu_Power_W
2,34,480.53417914262695,6.3735805451869965,21.92109,Train_Gpu_Power_W
2,35,448.59946068433413,6.218918412923813,21.180166,Train_Gpu_Power_W
2,36,452.9518591849869,6.213527172803879,21.282665,Train_Gpu_Power_W
2,37,484.1526017419677,6.420634686946869,22.003468,Train_Gpu_Power_W
2,38,461.4538643382602,6.257374584674835,21.481478,Train_Gpu_Power_W
2,39,455.16272328897605,6.204922869801521,21.334543,Train_Gpu_Power_W
2,40,458.90672338022324,6.2730006873607635,21.422108,Train_Gpu_Power_W
2,41,444.97844437878007,6.126191467046738,21.094513,Train_Gpu_Power_W
2,42,459.07833373925536,6.2823764979839325,21.426113,Train_Gpu_Power_W
2,43,436.81306377708245,6.096659228205681,20.900072,Train_Gpu_Power_W
2,44,428.24066185758466,6.021914631128311,20.693977,Train_Gpu_Power_W
2,45,429.04029427675636,6.006338819861412,20.713287,Train_Gpu_Power_W
2,46,452.16784917451014,6.172504276037216,21.26424,Train_Gpu_Power_W
2,47,442.0545911772705,6.140482425689697,21.025093,Train_Gpu_Power_W
2,48,432.3185578744197,6.039373576641083,20.792273,Train_Gpu_Power_W
2,49,455.5176469147401,6.169521436095238,21.34286,Train_Gpu_Power_W
2,50,438.26704113226504,6.096615269780159,20.934828,Train_Gpu_Power_W
2,51,437.5971359071638,6.066226214170456,20.918823,Train_Gpu_Power_W
2,52,436.5456603318534,6.082919612526894,20.893675,Train_Gpu_Power_W
2,53,439.6721632357461,6.133417040109634,20.96836,Train_Gpu_Power_W
2,54,424.9680309982079,5.967847630381584,20.614752,Train_Gpu_Power_W
2,55,417.59411909712156,5.9273697435855865,20.43512,Train_Gpu_Power_W
2,56,445.63998330864433,6.041024252772331,21.110188,Train_Gpu_Power_W
2,57,429.5906610891607,6.027916818857193,20.726568,Train_Gpu_Power_W
2,58,444.93515348377707,6.155325472354889,21.093487,Train_Gpu_Power_W
2,59,422.5502720313068,6.007009744644165,20.556026,Train_Gpu_Power_W
2,60,429.4129647651313,5.972902104258537,20.722282,Train_Gpu_Power_W
2,61,424.29469422940457,6.020019575953484,20.598415,Train_Gpu_Power_W
2,62,410.3103893336764,5.9301164001226425,20.25612,Train_Gpu_Power_W
2,63,409.8407761963697,5.931703746318817,20.244524,Train_Gpu_Power_W
2,64,443.58141156998835,6.072663143277168,21.061373,Train_Gpu_Power_W
2,65,443.0611136914057,6.081999093294144,21.049017,Train_Gpu_Power_W
2,66,397.7023619822099,5.753086879849434,19.942476,Train_Gpu_Power_W
2,67,426.7595529590438,5.955560132861137,20.65816,Train_Gpu_Power_W
2,68,391.7694156826246,5.792819708585739,19.793165,Train_Gpu_Power_W
2,69,406.94846366941493,5.839376524090767,20.172964,Train_Gpu_Power_W
2,70,407.9611177849604,5.859192460775375,20.198048,Train_Gpu_Power_W
2,71,399.28775078754444,5.857803672552109,19.982185,Train_Gpu_Power_W
2,72,425.04043148392304,5.940496921539307,20.616508,Train_Gpu_Power_W
2,73,416.23974063123376,5.878011509776115,20.401955,Train_Gpu_Power_W
2,74,422.560971424102,5.964217707514763,20.556288,Train_Gpu_Power_W
2,75,397.54302047078284,5.78303299844265,19.93848,Train_Gpu_Power_W
2,76,404.04344423724353,5.815380811691284,20.100832,Train_Gpu_Power_W
2,77,393.9227921159326,5.743144080042839,19.847488,Train_Gpu_Power_W
2,78,388.189258652602,5.7444751262664795,19.702518,Train_Gpu_Power_W
2,79,383.5494810504696,5.700341239571571,19.58442,Train_Gpu_Power_W
2,80,410.2180680895128,5.894683673977852,20.253841,Train_Gpu_Power_W
2,81,408.3534993356316,5.820279568433762,20.207758,Train_Gpu_Power_W
2,82,404.54780869280046,5.837228894233704,20.113375,Train_Gpu_Power_W
2,83,381.72992110043134,5.6555502116680145,19.53791,Train_Gpu_Power_W
2,84,402.1892224507594,5.7777926325798035,20.054655,Train_Gpu_Power_W
2,85,379.8170815316478,5.623142048716545,19.488895,Train_Gpu_Power_W
2,86,405.81939575437605,5.883953720331192,20.144958,Train_Gpu_Power_W
2,87,384.67680965819375,5.693183094263077,19.61318,Train_Gpu_Power_W
2,88,388.9130251664095,5.732795223593712,19.720879,Train_Gpu_Power_W
2,89,390.3232274073294,5.699971318244934,19.7566,Train_Gpu_Power_W
2,90,377.7741829895827,5.610525980591774,19.436415,Train_Gpu_Power_W
2,91,397.22930920278094,5.729428678750992,19.930613,Train_Gpu_Power_W
2,92,402.32853781883045,5.789049714803696,20.058128,Train_Gpu_Power_W
2,93,402.80294653187667,5.754508823156357,20.06995,Train_Gpu_Power_W
2,94,404.74462428212064,5.698184296488762,20.118265,Train_Gpu_Power_W
2,95,381.48933152009323,5.577487871050835,19.531752,Train_Gpu_Power_W
2,96,407.84762406921004,5.837744101881981,20.195236,Train_Gpu_Power_W
2,97,381.5784857308272,5.597206577658653,19.534035,Train_Gpu_Power_W
2,98,388.057486854086,5.6669533252716064,19.699175,Train_Gpu_Power_W
2,99,398.62013398436875,5.686096101999283,19.965473,Train_Gpu_Power_W
2,100,392.2010773694942,5.651446059346199,19.804068,Train_Gpu_Power_W
3,1,11168.938884915822,27.993980050086975,105.6832,Train_Gpu_Power_W
3,2,2016.396368477922,13.268271088600159,44.904305,Train_Gpu_Power_W
3,3,1351.8869781191156,10.733943432569504,36.768017,Train_Gpu_Power_W
3,4,1267.794525155247,10.212410986423492,35.606102,Train_Gpu_Power_W
3,5,1041.7276932363134,9.227228909730911,32.275806,Train_Gpu_Power_W
3,6,895.9380229843784,8.586788177490234,29.932224,Train_Gpu_Power_W
3,7,882.9428746682195,8.578450232744217,29.714355,Train_Gpu_Power_W
3,8,773.1236575598549,8.090563863515854,27.805103,Train_Gpu_Power_W
3,9,817.9652007562074,8.052486926317215,28.600092,Train_Gpu_Power_W
3,10,667.0997052899058,7.557772099971771,25.828272,Train_Gpu_Power_W
3,11,748.1562294653004,7.776068896055222,27.352446,Train_Gpu_Power_W
3,12,648.0923401431735,7.381315529346466,25.457659,Train_Gpu_Power_W
3,13,616.0139655461959,7.276871055364609,24.81963,Train_Gpu_Power_W
3,14,673.1757137387617,7.4493542313575745,25.945631,Train_Gpu_Power_W
3,15,597.7462111692215,7.178124785423279,24.448849,Train_Gpu_Power_W
3,16,583.4192135926617,7.019590586423874,24.154074,Train_Gpu_Power_W
3,17,586.0617105117881,7.010594755411148,24.208712,Train_Gpu_Power_W
3,18,616.7678915625288,7.113198935985565,24.834812,Train_Gpu_Power_W
3,19,591.267938959859,7.019709050655365,24.316002,Train_Gpu_Power_W
3,20,586.8764712338482,7.008924335241318,24.225533,Train_Gpu_Power_W
3,21,571.8586947985392,6.916361302137375,23.913567,Train_Gpu_Power_W
3,22,555.0406055719163,6.861349195241928,23.5593,Train_Gpu_Power_W
3,23,563.0555920446704,6.927590072154999,23.728792,Train_Gpu_Power_W
3,24,534.3548321109765,6.766126304864883,23.116116,Train_Gpu_Power_W
3,25,514.6914347742675,6.6517174243927,22.686813,Train_Gpu_Power_W
3,26,510.88984577011433,6.511927396059036,22.602873,Train_Gpu_Power_W
3,27,551.5340949052741,6.8186841905117035,23.484762,Train_Gpu_Power_W
3,28,536.611410993496,6.776038557291031,23.164873,Train_Gpu_Power_W
3,29,500.7574323738018,6.497085839509964,22.377611,Train_Gpu_Power_W
3,30,539.4022511742985,6.689690798521042,23.225037,Train_Gpu_Power_W
3,31,519.0955825238044,6.593376398086548,22.783669,Train_Gpu_Power_W
3,32,531.2439285493982,6.711582839488983,23.048729,Train_Gpu_Power_W
3,33,479.84120955097967,6.350264698266983,21.905277,Train_Gpu_Power_W
3,34,503.6254782489613,6.538162380456924,22.4416,Train_Gpu_Power_W
3,35,475.8506882788126,6.407587975263596,21.814001,Train_Gpu_Power_W
3,36,499.4559936137853,6.449580937623978,22.34851,Train_Gpu_Power_W
3,37,478.81483958540684,6.371866166591644,21.881838,Train_Gpu_Power_W
3,38,504.2124272408342,6.538628041744232,22.454676,Train_Gpu_Power_W
3,39,477.6845196325985,6.316133588552475,21.855993,Train_Gpu_Power_W
3,40,474.1089126830993,6.334313005208969,21.774042,Train_Gpu_Power_W
3,41,466.26344611529686,6.197724491357803,21.593134,Train_Gpu_Power_W
3,42,470.2623650009745,6.239377707242966,21.685534,Train_Gpu_Power_W
3,43,501.6136591661404,6.471140682697296,22.396734,Train_Gpu_Power_W
3,44,482.1170000934596,6.285259127616882,21.957163,Train_Gpu_Power_W
3,45,455.1472923861029,6.230907514691353,21.33418,Train_Gpu_Power_W
3,46,468.01337604793764,6.280266493558884,21.633617,Train_Gpu_Power_W
3,47,453.4239469913198,6.1881668865680695,21.293755,Train_Gpu_Power_W
3,48,482.3965898722221,6.399719417095184,21.96353,Train_Gpu_Power_W
3,49,441.17406341528726,6.019226461648941,21.004143,Train_Gpu_Power_W
3,50,446.5561912362431,6.104763224720955,21.131876,Train_Gpu_Power_W
3,51,463.2059339900795,6.234394386410713,21.522219,Train_Gpu_Power_W
3,52,424.86887402644345,6.0499850660562515,20.612347,Train_Gpu_Power_W
3,53,465.2355053909942,6.204889714717865,21.569319,Train_Gpu_Power_W
3,54,441.7136218713739,6.092747300863266,21.016985,Train_Gpu_Power_W
3,55,446.1709311161555,6.10579140484333,21.122757,Train_Gpu_Power_W
3,56,463.78304746555307,6.204605847597122,21.535624,Train_Gpu_Power_W
3,57,458.93246560840794,6.142524257302284,21.42271,Train_Gpu_Power_W
3,58,454.20812055584855,6.133163347840309,21.312159,Train_Gpu_Power_W
3,59,424.46483642385925,6.003144010901451,20.602545,Train_Gpu_Power_W
3,60,425.5080161843904,5.893946811556816,20.627846,Train_Gpu_Power_W
3,61,424.9988014265744,6.000195071101189,20.615498,Train_Gpu_Power_W
3,62,448.4172207607769,6.10491968691349,21.175865,Train_Gpu_Power_W
3,63,443.81541768663817,6.044803187251091,21.066927,Train_Gpu_Power_W
3,64,425.1946606227412,5.981171503663063,20.620249,Train_Gpu_Power_W
3,65,433.16863206576625,5.9851352125406265,20.812704,Train_Gpu_Power_W
3,66,418.306571107905,5.909029021859169,20.452545,Train_Gpu_Power_W
3,67,427.29581871718466,5.9827398508787155,20.671133,Train_Gpu_Power_W
3,68,447.0262225278759,6.026780977845192,21.142996,Train_Gpu_Power_W
3,69,406.20812431921536,5.828950181603432,20.154606,Train_Gpu_Power_W
3,70,417.72752505927497,6.0270704329013824,20.438385,Train_Gpu_Power_W
3,71,432.80153464336263,6.027241423726082,20.803885,Train_Gpu_Power_W
3,72,427.44929922594565,5.928900092840195,20.674849,Train_Gpu_Power_W
3,73,409.82214428443115,5.841100215911865,20.244064,Train_Gpu_Power_W
3,74,402.2916056816882,5.77874593436718,20.057209,Train_Gpu_Power_W
3,75,405.5449644200497,5.848497897386551,20.138147,Train_Gpu_Power_W
3,76,402.6459893885235,5.802028253674507,20.06604,Train_Gpu_Power_W
3,77,428.4453348295151,5.936894938349724,20.698921,Train_Gpu_Power_W
3,78,406.48891669779596,5.835826322436333,20.16157,Train_Gpu_Power_W
3,79,407.1520102237257,5.822163820266724,20.178007,Train_Gpu_Power_W
3,80,410.25858331936195,5.8928482234478,20.25484,Train_Gpu_Power_W
3,81,403.0661250515937,5.844321101903915,20.076506,Train_Gpu_Power_W
3,82,412.4873182694101,5.829153954982758,20.309784,Train_Gpu_Power_W
3,83,386.5950095579208,5.654994770884514,19.66202,Train_Gpu_Power_W
3,84,385.52617241568925,5.617460608482361,19.63482,Train_Gpu_Power_W
3,85,419.1801026095379,5.888139456510544,20.473888,Train_Gpu_Power_W
3,86,387.49109293301575,5.7402875274419785,19.684793,Train_Gpu_Power_W
3,87,395.05251928426947,5.710982903838158,19.875927,Train_Gpu_Power_W
3,88,388.1895383477493,5.656362324953079,19.702526,Train_Gpu_Power_W
3,89,405.2149035820844,5.7737428694963455,20.129951,Train_Gpu_Power_W
3,90,382.54016181840103,5.637471377849579,19.558634,Train_Gpu_Power_W
3,91,394.85595944138834,5.696745589375496,19.870983,Train_Gpu_Power_W
3,92,391.54906360550797,5.801374092698097,19.7876,Train_Gpu_Power_W
3,93,387.7228736389971,5.652804300189018,19.69068,Train_Gpu_Power_W
3,94,393.0948225682477,5.712932720780373,19.826618,Train_Gpu_Power_W
3,95,373.8018143046373,5.620510131120682,19.333956,Train_Gpu_Power_W
3,96,387.0154933497376,5.727686733007431,19.67271,Train_Gpu_Power_W
3,97,383.38717463978423,5.699854344129562,19.580275,Train_Gpu_Power_W
3,98,380.5999325498758,5.601916462182999,19.50897,Train_Gpu_Power_W
3,99,383.453749922463,5.68966269493103,19.581976,Train_Gpu_Power_W
3,100,365.7952251183922,5.504916608333588,19.125774,Train_Gpu_Power_W
4,1,11028.869826757356,28.15439999103546,105.018425,Train_Gpu_Power_W
4,2,2784.512013269216,14.328286051750183,52.768475,Train_Gpu_Power_W
4,3,1762.1964893112602,11.54925525188446,41.978527,Train_Gpu_Power_W
4,4,1315.030442724751,10.2533720433712,36.263348,Train_Gpu_Power_W
4,5,1163.8088264329358,9.415102005004883,34.114643,Train_Gpu_Power_W
4,6,1037.5779956069587,8.992309123277664,32.211456,Train_Gpu_Power_W
4,7,844.3500127790093,8.358277380466461,29.057701,Train_Gpu_Power_W
4,8,799.4283268272422,8.09178277850151,28.274164,Train_Gpu_Power_W
4,9,750.9716983431172,7.847580313682556,27.403864,Train_Gpu_Power_W
4,10,692.74234783512,7.673481106758118,26.32,Train_Gpu_Power_W
4,11,733.6089833386463,7.782707363367081,27.085218,Train_Gpu_Power_W
4,12,643.9906815586484,7.473975419998169,25.376972,Train_Gpu_Power_W
4,13,633.6172835899658,7.383366674184799,25.171757,Train_Gpu_Power_W
4,14,669.9090105685033,7.414940744638443,25.8826,Train_Gpu_Power_W
4,15,607.3530330179212,7.166251540184021,24.644533,Train_Gpu_Power_W
4,16,591.6564403721088,7.0570506155490875,24.323988,Train_Gpu_Power_W
4,17,616.9232941571546,7.183583080768585,24.837942,Train_Gpu_Power_W
4,18,616.1383989220064,7.1625955402851105,24.822136,Train_Gpu_Power_W
4,19,586.089328695334,6.9048091769218445,24.209282,Train_Gpu_Power_W
4,20,524.6396753382629,6.723927706480026,22.905014,Train_Gpu_Power_W
4,21,518.7025031682399,6.599870324134827,22.775042,Train_Gpu_Power_W
4,22,536.469601824267,6.749983131885529,23.161814,Train_Gpu_Power_W
4,23,538.4757091426305,6.803964078426361,23.20508,Train_Gpu_Power_W
4,24,508.42238828788135,6.630197167396545,22.548223,Train_Gpu_Power_W
4,25,507.37663685853425,6.556506454944611,22.525023,Train_Gpu_Power_W
4,26,516.9257022064203,6.616118550300598,22.736,Train_Gpu_Power_W
4,27,509.84794676876976,6.563960760831833,22.579813,Train_Gpu_Power_W
4,28,504.2376506570564,6.578372418880463,22.455236,Train_Gpu_Power_W
4,29,532.5751451110177,6.58218190073967,23.077589,Train_Gpu_Power_W
4,30,461.6760131744709,6.299298256635666,21.486649,Train_Gpu_Power_W
4,31,480.50681791154733,6.464936584234238,21.920465,Train_Gpu_Power_W
4,32,474.2825081042461,6.428418308496475,21.778028,Train_Gpu_Power_W
4,33,528.8291575969931,6.533346325159073,22.996286,Train_Gpu_Power_W
4,34,461.83313747562846,6.242472305893898,21.490303,Train_Gpu_Power_W
4,35,489.50602093301814,6.452479958534241,22.124783,Train_Gpu_Power_W
4,36,471.01235189477416,6.341683864593506,21.702818,Train_Gpu_Power_W
4,37,473.13210915224556,6.320159882307053,21.7516,Train_Gpu_Power_W
4,38,440.25143526286814,6.101581081748009,20.98217,Train_Gpu_Power_W
4,39,452.227770359129,6.169331446290016,21.265648,Train_Gpu_Power_W
4,40,447.00468981114403,6.143996864557266,21.142485,Train_Gpu_Power_W
4,41,451.6105657678387,6.211346015334129,21.251131,Train_Gpu_Power_W
4,42,448.731510975555,6.130949035286903,21.183283,Train_Gpu_Power_W
4,43,457.45157353642674,6.180012971162796,21.388119,Train_Gpu_Power_W
4,44,452.4429633862412,6.1641741544008255,21.270706,Train_Gpu_Power_W
4,45,427.6225956355652,5.996774882078171,20.679037,Train_Gpu_Power_W
4,46,440.1134297395605,6.107120588421822,20.97888,Train_Gpu_Power_W
4,47,448.85490266396175,6.249313056468964,21.186197,Train_Gpu_Power_W
4,48,431.66313700986706,6.050209328532219,20.776505,Train_Gpu_Power_W
4,49,425.775283888791,6.011965125799179,20.634323,Train_Gpu_Power_W
4,50,452.75868812278014,6.1051346361637115,21.278128,Train_Gpu_Power_W
4,51,412.6989998312063,5.927352234721184,20.314995,Train_Gpu_Power_W
4,52,429.38081063462465,6.011281907558441,20.721506,Train_Gpu_Power_W
4,53,426.8812721958089,5.936606228351593,20.661106,Train_Gpu_Power_W
4,54,426.6296070063744,6.002829223871231,20.655014,Train_Gpu_Power_W
4,55,399.71895035196127,5.794986337423325,19.992971,Train_Gpu_Power_W
4,56,452.56845187362774,6.172063574194908,21.273657,Train_Gpu_Power_W
4,57,418.95043032175425,5.918687582015991,20.468279,Train_Gpu_Power_W
4,58,430.3818828177105,6.040659546852112,20.745647,Train_Gpu_Power_W
4,59,403.2875026230912,5.815671384334564,20.08202,Train_Gpu_Power_W
4,60,416.1723661189395,5.899554491043091,20.400303,Train_Gpu_Power_W
4,61,400.0887934875425,5.7486869394779205,20.00222,Train_Gpu_Power_W
4,62,423.2607888428676,5.996311828494072,20.573303,Train_Gpu_Power_W
4,63,411.94178230526296,5.8326151221990585,20.296349,Train_Gpu_Power_W
4,64,408.25088659129364,5.855894088745117,20.20522,Train_Gpu_Power_W
4,65,398.79888224337526,5.774981155991554,19.96995,Train_Gpu_Power_W
4,66,393.7652956574195,5.811475962400436,19.84352,Train_Gpu_Power_W
